,ARSON,BURGLARY,COUNTY,FAMILY,GANG,ISTITUTIONAL,MULT_VICTIMS,RAPE,ROBBERY,SNIPER,YEAR
2176,0,0,199,0,0,0,0,0,0,0,2009
2177,0,0,199,0,0,0,0,0,0,0,2008
2178,0,0,199,0,0,0,0,0,0,0,2007
2179,0,0,199,0,0,0,0,0,0,0,2006
2180,0,0,204,0,0,0,0,0,0,0,2015
2181,0,0,204,0,0,0,0,0,0,0,2014
2182,0,0,204,0,0,0,0,0,0,0,2013
2183,0,0,204,0,0,0,0,0,0,0,2012
2184,0,0,204,0,0,0,0,0,0,0,2011
2185,0,0,204,0,0,0,0,0,0,0,2010
2186,0,0,204,0,0,0,1,0,0,0,2009
2187,0,0,204,0,0,0,0,0,0,0,2008
2188,0,0,204,0,0,0,0,0,0,0,2007
2189,0,0,204,0,0,0,0,0,0,0,2006
2190,0,0,209,0,0,0,0,0,0,0,2015
2191,0,0,209,0,0,0,0,0,0,0,2014
2192,0,0,209,0,0,0,0,0,0,0,2013
2193,0,0,209,0,0,0,0,0,0,0,2012
2194,0,0,209,0,0,0,0,0,0,0,2011
2195,0,0,209,0,0,0,0,0,0,0,2010
2196,0,0,209,0,0,0,0,0,0,0,2009
2197,0,0,209,0,0,0,0,0,0,0,2008
2198,0,0,209,0,0,0,0,0,0,0,2007
2199,0,0,209,0,0,0,0,0,0,0,2006
2200,0,0,219,0,0,0,0,0,0,0,2015
2201,0,0,219,0,0,0,0,0,0,0,2014
2202,0,0,219,0,0,0,0,0,0,0,2013
2203,0,0,219,0,0,0,0,0,0,0,2012
2204,0,0,219,0,0,0,0,0,0,0,2011
2205,0,0,219,0,0,0,0,0,0,0,2010
2206,0,0,219,0,0,0,0,0,0,0,2009
2207,0,0,219,0,0,0,0,0,0,0,2008
2208,0,0,219,0,0,0,0,0,0,0,2007
2209,0,0,219,0,0,0,0,0,0,0,2006
2210,0,0,242,0,0,0,0,0,0,0,2015
2211,0,0,242,0,0,0,0,0,0,0,2014
2212,0,0,242,0,0,0,0,0,0,0,2013
2213,0,0,242,0,0,0,0,0,0,0,2012
2214,0,0,242,0,0,0,0,0,0,0,2011
2215,0,0,242,0,0,0,0,0,0,0,2010
2216,0,0,242,0,0,0,0,0,0,0,2009
2217,0,0,242,0,0,0,0,0,0,0,2008
2218,0,0,242,0,0,0,1,0,0,0,2007
2219,0,0,242,0,0,0,0,0,0,0,2006
2220,0,0,251,0,0,0,0,0,0,0,2015
2221,0,0,251,0,0,0,0,0,0,0,2014
2222,0,0,251,0,0,0,1,0,0,0,2013
2223,0,0,251,0,0,0,0,0,0,0,2012
2224,0,0,251,0,0,0,0,0,0,0,2011
2225,0,0,251,0,0,0,0,0,0,0,2010
2226,0,0,251,0,0,0,0,0,0,0,2009
2227,0,0,251,0,0,0,0,0,0,0,2008
2228,0,0,251,0,0,0,0,0,0,0,2007
2229,0,0,251,0,0,0,0,0,0,0,2006
2230,0,0,124,0,0,0,0,0,0,0,2015
2231,0,0,124,0,0,0,0,0,0,0,2014
2232,0,0,124,0,0,0,0,0,0,0,2013
2233,0,0,124,0,0,0,0,0,0,0,2012
2234,0,0,124,0,0,0,0,0,0,0,2011
2235,0,0,124,0,0,0,0,0,0,0,2010
2236,0,0,124,0,0,0,0,0,0,0,2009
2237,0,0,124,0,0,0,0,0,0,0,2008
2238,0,0,124,0,0,0,0,0,0,0,2007
2239,0,0,124,0,0,0,0,0,0,0,2006
2240,0,0,130,0,0,0,0,0,0,0,2015
2241,0,0,130,0,0,0,0,0,0,0,2014
2242,0,0,130,0,0,0,0,0,0,0,2013
2243,0,0,130,0,0,0,0,0,0,0,2012
2244,0,0,130,0,0,0,0,0,0,0,2011
2245,0,0,130,0,0,0,0,0,0,0,2010
2246,0,0,130,0,0,0,0,0,0,0,2009
2247,0,0,130,0,0,0,0,0,0,0,2008
2248,0,0,130,0,0,0,0,0,0,0,2007
2249,0,0,130,0,0,0,1,0,0,0,2006
2250,0,0,145,0,0,0,0,0,0,0,2015
2251,0,0,145,0,0,0,0,0,0,0,2014
2252,0,0,145,0,0,0,0,0,0,0,2013
2253,0,0,145,0,0,0,0,0,0,0,2012
2254,0,0,145,0,0,0,0,0,0,0,2011
2255,0,0,145,0,0,0,0,0,0,0,2010
2256,0,0,145,0,0,0,0,0,0,0,2009
2257,0,0,145,0,0,0,0,0,0,0,2008
2258,0,0,145,0,0,0,1,0,0,0,2007
2259,0,0,145,0,0,0,0,0,0,0,2006
2260,0,0,140,0,0,0,0,0,0,0,2015
2261,0,0,140,0,0,0,0,0,0,0,2014
2262,0,0,140,0,0,0,0,0,0,0,2013
2263,0,0,140,0,0,0,0,0,0,0,2012
2264,0,0,140,0,0,0,0,0,0,0,2011
2265,0,0,140,0,0,0,0,0,0,0,2010
2266,0,0,140,0,0,0,0,0,0,0,2009
2267,0,0,140,0,0,0,0,0,0,0,2008
2268,0,0,140,0,0,0,0,0,0,0,2007
2269,0,0,140,0,0,0,0,0,0,0,2006
2270,0,0,182,0,0,0,0,0,0,0,2015
2271,0,0,182,0,0,0,0,0,0,0,2014
2272,0,0,182,0,0,0,0,0,0,0,2013
2273,0,0,182,0,0,0,0,0,0,0,2012
2274,0,0,182,0,0,0,1,0,0,0,2011
2275,0,0,182,0,0,0,1,0,0,0,2010
2276,0,0,182,0,0,0,1,0,0,0,2009
2277,0,0,182,0,0,0,0,0,0,0,2008
2278,0,0,182,0,0,0,0,0,0,0,2007
2279,0,0,182,0,0,0,0,0,0,0,2006
2280,0,0,193,0,0,0,0,0,0,0,2015
2281,0,0,193,0,0,0,0,0,0,0,2014
2282,0,0,193,0,0,0,0,0,0,0,2013
2283,0,0,193,0,0,0,1,0,0,0,2012
2284,0,0,193,0,0,0,0,0,0,0,2011
2285,0,0,193,0,0,0,0,0,0,0,2010
2286,0,0,193,0,0,0,0,0,0,0,2009
2287,0,0,193,0,0,0,0,0,0,0,2008
2288,0,0,193,0,0,0,0,0,0,0,2007
2289,0,0,193,0,0,0,0,0,0,0,2006
2290,0,0,206,0,0,0,0,0,0,0,2015
2291,0,0,206,0,0,0,0,0,0,0,2014
2292,0,0,206,0,0,0,0,0,0,0,2013
2293,0,0,206,0,0,0,0,0,0,0,2012
2294,0,0,206,0,0,0,0,0,0,0,2011
2295,0,0,206,0,0,0,0,0,0,0,2010
2296,0,0,206,0,0,0,1,0,0,0,2009
2297,0,0,206,0,0,0,0,0,0,0,2008
2298,0,0,206,0,0,0,0,0,0,0,2007
2299,0,0,206,0,0,0,0,0,0,0,2006
2300,0,0,244,0,0,0,0,0,0,0,2015
2301,0,0,244,0,0,0,0,0,0,0,2014
2302,0,0,244,0,0,0,0,0,0,0,2013
2303,0,0,244,0,0,0,0,0,0,0,2012
2304,0,0,244,0,0,0,0,0,0,0,2011
2305,0,0,244,0,0,0,0,0,0,0,2010
2306,0,0,244,0,0,0,2,0,0,0,2009
2307,0,0,244,0,0,0,0,0,0,0,2008
2308,0,0,244,0,0,0,0,0,0,0,2007
2309,0,0,244,0,0,0,0,0,0,0,2006
2310,0,0,247,0,0,0,0,0,0,0,2015
2311,0,0,247,0,0,0,0,0,0,0,2014
2312,0,0,247,0,0,0,0,0,0,0,2013
2313,0,0,247,0,0,0,1,0,0,0,2012
2314,0,0,247,0,0,0,0,0,0,0,2011
2315,0,0,247,0,0,0,0,0,0,0,2010
2316,0,0,247,0,0,0,0,0,0,0,2009
2317,0,0,247,0,0,0,0,0,0,0,2008
2318,0,0,247,0,0,0,0,0,0,0,2007
2319,0,0,247,0,0,0,0,0,0,0,2006
2320,0,0,254,0,0,0,0,0,0,0,2015
2321,0,0,254,0,0,0,0,0,0,0,2014
2322,0,0,254,0,0,0,0,0,0,0,2013
2323,0,0,254,0,0,0,0,0,0,0,2012
2324,0,0,254,0,0,0,0,0,0,0,2011
2325,0,0,254,0,0,0,0,0,0,0,2010
2326,0,0,254,0,0,0,3,0,0,0,2009
2327,0,0,254,0,0,0,0,0,0,0,2008
2328,0,0,254,0,0,0,0,0,0,0,2007
2329,0,0,254,0,0,0,0,0,0,0,2006
2330,0,0,177,0,0,0,0,0,0,0,2015
2331,0,0,177,0,0,0,0,0,0,0,2014
2332,0,0,177,0,0,0,0,0,0,0,2013
2333,0,0,177,0,0,0,0,0,0,0,2012
2334,0,0,177,0,0,0,0,0,0,0,2011
2335,0,0,177,0,0,0,0,0,0,0,2010
2336,0,0,177,0,0,0,0,0,0,0,2009
2337,0,0,177,0,0,0,0,0,0,0,2008
2338,0,0,177,0,0,0,0,0,0,0,2007
2339,0,0,177,0,0,0,0,0,0,0,2006
2340,0,0,224,0,0,0,0,0,0,0,2015
2341,0,0,224,0,0,0,0,0,0,0,2014
2342,0,0,224,0,0,0,0,0,0,0,2013
2343,0,0,224,0,0,0,0,0,0,0,2012
2344,0,0,224,0,0,0,0,0,0,0,2011
2345,0,0,224,0,0,0,0,0,0,0,2010
2346,0,0,224,0,0,0,0,0,0,0,2009
2347,0,0,224,0,0,0,0,0,0,0,2008
2348,0,0,224,0,0,0,0,0,0,0,2007
2349,0,0,224,0,0,0,0,0,0,0,2006
2350,0,0,164,0,0,0,0,0,0,0,2015
2351,0,0,164,0,0,0,0,0,0,0,2014
2352,0,0,164,0,0,0,0,0,0,0,2013
2353,0,0,164,0,0,0,0,0,0,0,2012
2354,0,0,164,0,0,0,0,0,0,0,2011
2355,0,0,164,0,0,0,0,0,0,0,2010
2356,0,0,164,0,0,0,0,0,0,0,2009
2357,0,0,164,0,0,0,0,0,0,0,2008
2358,0,0,164,0,0,0,0,0,0,0,2007
2359,0,0,164,0,0,0,0,0,0,0,2006
2360,0,0,179,0,0,0,0,0,0,0,2015
2361,0,0,179,0,0,0,0,0,0,0,2014
2362,0,0,179,0,0,0,0,0,0,0,2013
2363,0,0,179,0,0,0,0,0,0,0,2012
2364,0,0,179,0,0,0,0,0,0,0,2011
2365,0,0,179,0,0,0,0,0,0,0,2010
2366,0,0,179,0,0,0,0,0,0,0,2009
2367,0,0,179,0,0,0,0,0,0,0,2008
2368,0,0,179,0,0,0,0,0,0,0,2007
2369,0,0,179,0,0,0,0,0,0,0,2006
2370,0,0,215,0,0,0,0,0,0,0,2015
2371,0,0,215,0,0,0,0,0,0,0,2014
2372,0,0,215,0,0,0,0,0,0,0,2013
2373,0,0,215,0,0,0,0,0,0,0,2012
2374,0,0,215,0,0,0,0,0,0,0,2011
2375,0,0,215,0,0,0,0,0,0,0,2010
2376,0,0,215,0,0,0,0,0,0,0,2009
2377,0,0,215,0,0,0,0,0,0,0,2008
2378,0,0,215,0,0,0,0,0,0,0,2007
2379,0,0,215,0,0,0,0,0,0,0,2006
2380,0,0,225,0,0,0,0,0,0,0,2015
2381,0,0,225,0,0,0,0,0,0,0,2014
2382,0,0,225,0,0,0,0,0,0,0,2013
2383,0,0,225,0,0,0,0,0,0,0,2012
2384,0,0,225,0,0,0,0,0,0,0,2011
2385,0,0,225,0,0,0,1,0,0,0,2010
2386,0,0,225,0,0,0,0,0,0,0,2009
2387,0,0,225,0,0,0,1,0,0,0,2008
2388,0,0,225,0,0,0,0,0,0,0,2007
2389,0,0,225,0,0,0,0,0,0,0,2006
2390,0,0,132,0,0,0,0,0,0,0,2015
2391,0,0,132,0,0,0,0,0,0,0,2014
2392,0,0,132,0,0,0,0,0,0,0,2013
2393,0,0,132,0,0,0,0,0,0,0,2012
2394,0,0,132,0,0,0,0,0,0,0,2011
2395,0,0,132,0,0,0,0,0,0,0,2010
2396,0,0,132,0,0,0,0,0,0,0,2009
2397,0,0,132,0,0,0,0,0,0,0,2008
2398,0,0,132,0,0,0,0,0,0,0,2007
2399,0,0,132,0,0,0,0,0,0,0,2006
2400,0,0,190,0,0,0,0,0,0,0,2015
2401,0,0,190,0,0,0,0,0,0,0,2014
2402,0,0,190,0,0,0,0,0,0,0,2013
2403,0,0,190,0,0,0,0,0,0,0,2012
2404,0,0,190,0,0,0,0,0,0,0,2011
2405,0,0,190,0,0,0,0,0,0,0,2010
2406,0,0,190,0,0,0,0,0,0,0,2009
2407,0,0,190,0,0,0,3,0,0,0,2008
2408,0,0,190,0,0,0,0,0,0,0,2007
2409,0,0,190,0,0,0,0,0,0,0,2006
2410,0,0,218,0,0,0,0,0,0,0,2015
2411,0,0,218,0,0,0,0,0,0,0,2014
2412,0,0,218,0,0,0,0,0,0,0,2013
2413,0,0,218,0,0,0,0,0,0,0,2012
2414,0,0,218,0,0,0,0,0,0,0,2011
2415,0,0,218,0,0,0,0,0,0,0,2010
2416,0,0,218,0,0,0,0,0,0,0,2009
2417,0,0,218,0,0,0,0,0,0,0,2008
2418,0,0,218,0,0,0,0,0,0,0,2007
2419,0,0,218,0,0,0,0,0,0,0,2006
2420,0,0,222,0,0,0,0,0,0,0,2015
2421,0,0,222,0,0,0,0,0,0,0,2014
2422,0,0,222,0,0,0,0,0,0,0,2013
2423,0,0,222,0,0,0,0,0,0,0,2012
2424,0,0,222,0,0,0,0,0,0,0,2011
2425,0,0,222,0,0,0,0,0,0,0,2010
2426,0,0,222,0,0,0,0,0,0,0,2009
2427,0,0,222,0,0,0,0,0,0,0,2008
2428,0,0,222,0,0,0,0,0,0,0,2007
2429,0,0,222,0,0,0,0,0,0,0,2006
2430,0,0,231,0,0,0,0,0,0,0,2015
2431,0,0,231,0,0,0,0,0,0,0,2014
2432,0,0,231,0,0,0,0,0,0,0,2013
2433,0,0,231,0,0,0,0,0,0,0,2012
2434,0,0,231,0,0,0,0,0,0,0,2011
2435,0,0,231,0,0,0,0,0,0,0,2010
2436,0,0,231,0,0,0,0,0,0,0,2009
2437,0,0,231,0,0,0,0,0,0,0,2008
2438,0,0,231,0,0,0,0,0,0,0,2007
2439,0,0,231,0,0,0,1,0,0,0,2006
